FID,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L3KEY,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
111,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,2233.350252,264127.6686
112,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,331.117376,2116.76589
113,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,729.0849936,4617.092046
114,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,31864.42037,20756454.72
115,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,10740.2787,2275720.879
116,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1550.662304,84725.24027
117,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,8612.942597,3074368.744
118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.763,78810793557
119,11.1.2,Central California Valley,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.2  Central California Valley,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1598520.969,45979973871
120,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,13154.17846,8702920.455
121,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,30791.47219,32434272.81
122,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,11724.62721,6594087.331
123,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,53491.95691,62379371.22
124,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,231009.8893,616644476.9
125,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,23155.82707,13723180.54
126,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,119960.6898,231108961.6
127,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,14890.41446,10922401.41
128,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,93507.95621,80303351.21
129,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,73015.61956,123927917.8
130,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,26225.88368,24820911.42
131,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,10148.64599,5918390.172
132,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,31681.37445,28805998.16
133,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,12501.94082,7576707.691
134,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,280567.427,708130418.5
135,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,38112.90074,46975417.58
136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.593,17918708728
137,12.1.1,Madrean Archipelago,12.1,WESTERN SIERRA MADRE PIEDMONT,12,SOUTHERN SEMIARID HIGHLANDS,12.1.1  Madrean Archipelago,12.1  WESTERN SIERRA MADRE PIEDMONT,12  SOUTHERN SEMIARID HIGHLANDS,3734994.841,74885317789
138,12.1.2,"Piedmonts and Plains with Grasslands, Xeric Shrub, and Oak and Conifer Forests",12.1,WESTERN SIERRA MADRE PIEDMONT,12,SOUTHERN SEMIARID HIGHLANDS,"12.1.2  Piedmonts and Plains with Grasslands, Xeric Shrub, and Oak and Conifer Forests",12.1  WESTERN SIERRA MADRE PIEDMONT,12  SOUTHERN SEMIARID HIGHLANDS,132694.5018,418030495.3
139,12.1.2,"Piedmonts and Plains with Grasslands, Xeric Shrub, and Oak and Conifer Forests",12.1,WESTERN SIERRA MADRE PIEDMONT,12,SOUTHERN SEMIARID HIGHLANDS,"12.1.2  Piedmonts and Plains with Grasslands, Xeric Shrub, and Oak and Conifer Forests",12.1  WESTERN SIERRA MADRE PIEDMONT,12  SOUTHERN SEMIARID HIGHLANDS,10900106.95,1.30293E+11
140,12.2.1,Hills and Interior Plains with Xeric Shrub and Mesquite Low Forest,12.2,MEXICAN HIGH PLATEAU,12,SOUTHERN SEMIARID HIGHLANDS,12.2.1  Hills and Interior Plains with Xeric Shrub and Mesquite Low Forest,12.2  MEXICAN HIGH PLATEAU,12  SOUTHERN SEMIARID HIGHLANDS,3438818.329,66519675780
141,12.2.1,Hills and Interior Plains with Xeric Shrub and Mesquite Low Forest,12.2,MEXICAN HIGH PLATEAU,12,SOUTHERN SEMIARID HIGHLANDS,12.2.1  Hills and Interior Plains with Xeric Shrub and Mesquite Low Forest,12.2  MEXICAN HIGH PLATEAU,12  SOUTHERN SEMIARID HIGHLANDS,941.035157,1.506721889
142,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,13,TEMPERATE SIERRAS,13.1.1  Arizona/New Mexico Mountains,13.1  UPPER GILA MOUNTAINS,13  TEMPERATE SIERRAS,798877.7148,12017014372
143,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,13,TEMPERATE SIERRAS,13.1.1  Arizona/New Mexico Mountains,13.1  UPPER GILA MOUNTAINS,13  TEMPERATE SIERRAS,114807.3035,537811688.2
144,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,13,TEMPERATE SIERRAS,13.1.1  Arizona/New Mexico Mountains,13.1  UPPER GILA MOUNTAINS,13  TEMPERATE SIERRAS,65129.27657,229597276.6
145,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,13,TEMPERATE SIERRAS,13.1.1  Arizona/New Mexico Mountains,13.1  UPPER GILA MOUNTAINS,13  TEMPERATE SIERRAS,113506.2674,435862488.4
146,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,13,TEMPERATE SIERRAS,13.1.1  Arizona/New Mexico Mountains,13.1  UPPER GILA MOUNTAINS,13  TEMPERATE SIERRAS,343778.4612,2518839643
147,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,13,TEMPERATE SIERRAS,13.1.1  Arizona/New Mexico Mountains,13.1  UPPER GILA MOUNTAINS,13  TEMPERATE SIERRAS,290466.3795,2268757879
148,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,13,TEMPERATE SIERRAS,13.1.1  Arizona/New Mexico Mountains,13.1  UPPER GILA MOUNTAINS,13  TEMPERATE SIERRAS,242360.1268,2164530158
149,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,13,TEMPERATE SIERRAS,13.1.1  Arizona/New Mexico Mountains,13.1  UPPER GILA MOUNTAINS,13  TEMPERATE SIERRAS,2498677.875,83025363402
150,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,13,TEMPERATE SIERRAS,13.1.1  Arizona/New Mexico Mountains,13.1  UPPER GILA MOUNTAINS,13  TEMPERATE SIERRAS,437031.1014,4186323624
151,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,13,TEMPERATE SIERRAS,13.1.1  Arizona/New Mexico Mountains,13.1  UPPER GILA MOUNTAINS,13  TEMPERATE SIERRAS,164994.9089,1483345368
152,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,25916.87756,27704596.84
153,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,752958.3047,6291625189
154,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,1172673.801,6651788561
155,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,60329.04642,170652657.3
156,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,61425.57693,103533886.8
157,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,96741.63924,286472878.5
158,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,1173616.716,8681981920
159,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,106379.4681,264262544
160,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,64992.34114,103181370
161,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,84009.66143,146898347.3
162,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,2218515.833,13199204013
163,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,89384.50129,204386724.9
164,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,210165.9538,658994792.7
165,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,54954.16664,161586157.8
166,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,101738.0629,367863311.3
167,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,26797.0613,38610920.59
168,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,187763.8796,617338298.1
169,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,106039.0333,341382605.7
170,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,296105.4358,720695360.3
171,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,126057.9097,345603147.3
172,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,281.9157064,0.431637095
173,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,573.9074537,0.860731119
174,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,1083.000721,2.080223806
175,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,286.8350067,0.430140062
176,13.2.1,"Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2,WESTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.2.1  Sierra Madre Occidental with Conifer, Oak, and Mixed Forests",13.2  WESTERN SIERRA MADRE,13  TEMPERATE SIERRAS,11272584.1,1.37605E+11
177,13.3.1,"Sierra Madre Oriental with Conifer, Oak, and Mixed Forests",13.3,EASTERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.3.1  Sierra Madre Oriental with Conifer, Oak, and Mixed Forests",13.3  EASTERN SIERRA MADRE,13  TEMPERATE SIERRAS,5628258.596,52538231696
178,13.4.1,Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,13.4.1  Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,118051.9044,319014691.4
179,13.4.1,Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,13.4.1  Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,548403.6964,2168115923
180,13.4.1,Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,13.4.1  Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,74099.02547,153372511.3
181,13.4.1,Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,13.4.1  Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,131384.4005,384411998.4
182,13.4.1,Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,13.4.1  Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,134624.0288,491951147.7
183,13.4.1,Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,13.4.1  Interior Plains and Piedmonts with Grasslands and Xeric Shrub,13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,24345.90425,21665292.02
184,13.4.2,"Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,"13.4.2  Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,97882.27505,204767336.3
185,13.4.2,"Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,"13.4.2  Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,26888.43838,36485358.83
186,13.4.2,"Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,"13.4.2  Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,14317.46692,13209006.32
187,13.4.2,"Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,"13.4.2  Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,41639.70681,82234157.79
188,13.4.2,"Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,"13.4.2  Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,26888.24796,42983104.49
189,13.4.2,"Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4,TRANSVERSAL NEO-VOLCANIC SYSTEM,13,TEMPERATE SIERRAS,"13.4.2  Hills and Sierras with Conifer, Oak, and Mixed Forests",13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM,13  TEMPERATE SIERRAS,1672223.192,17580799213
190,13.5.1,"Sierras of Jalisco and Michoacan with Conifer, Oak, and Mixed Forests",13.5,SOUTHERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.5.1  Sierras of Jalisco and Michoacan with Conifer, Oak, and Mixed Forests",13.5  SOUTHERN SIERRA MADRE,13  TEMPERATE SIERRAS,1114855.632,9075026082
191,13.5.1,"Sierras of Jalisco and Michoacan with Conifer, Oak, and Mixed Forests",13.5,SOUTHERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.5.1  Sierras of Jalisco and Michoacan with Conifer, Oak, and Mixed Forests",13.5  SOUTHERN SIERRA MADRE,13  TEMPERATE SIERRAS,1404463.842,11383875130
192,13.5.2,"Sierras of Guerrero and Oaxaca with Conifer, Oak, and Mixed Forests",13.5,SOUTHERN SIERRA MADRE,13,TEMPERATE SIERRAS,"13.5.2  Sierras of Guerrero and Oaxaca with Conifer, Oak, and Mixed Forests",13.5  SOUTHERN SIERRA MADRE,13  TEMPERATE SIERRAS,6719782.535,73503087393
193,13.6.1,"Central American Sierra Madre with Conifer, Oak, and Mixed Forests",13.6,CENTRAL AMERICAN SIERRA MADRE AND CHIAPAS HIGHLANDS,13,TEMPERATE SIERRAS,"13.6.1  Central American Sierra Madre with Conifer, Oak, and Mixed Forests",13.6  CENTRAL AMERICAN SIERRA MADRE AND CHIAPAS HIGHLANDS,13  TEMPERATE SIERRAS,1578146.005,11423023223
194,13.6.2,"Chiapas Highlands with Conifer, Oak, and Mixed Forest",13.6,CENTRAL AMERICAN SIERRA MADRE AND CHIAPAS HIGHLANDS,13,TEMPERATE SIERRAS,"13.6.2  Chiapas Highlands with Conifer, Oak, and Mixed Forest",13.6  CENTRAL AMERICAN SIERRA MADRE AND CHIAPAS HIGHLANDS,13  TEMPERATE SIERRAS,1161198.404,17068412513
195,14.1.1,Coastal Plain with Low Tropical Deciduous Forest,14.1,DRY GULF OF MEXICO COASTAL PLAINS AND HILLS,14,TROPICAL DRY FORESTS,14.1.1  Coastal Plain with Low Tropical Deciduous Forest,14.1  DRY GULF OF MEXICO COASTAL PLAINS AND HILLS,14  TROPICAL DRY FORESTS,15156.84118,6168446.217
196,14.1.1,Coastal Plain with Low Tropical Deciduous Forest,14.1,DRY GULF OF MEXICO COASTAL PLAINS AND HILLS,14,TROPICAL DRY FORESTS,14.1.1  Coastal Plain with Low Tropical Deciduous Forest,14.1  DRY GULF OF MEXICO COASTAL PLAINS AND HILLS,14  TROPICAL DRY FORESTS,12765.89389,5016979.987
